"","V1"
"1351",5128.39513252054
"1352",718.930249786774
"1353",509.869952179387
"1354",590.362407249387
"1355",1235.6696222161
"1356",856.246975432853
"1357",582.036238461844
"1358",2379.36474125219
"1359",174.969595491744
"1360",0
"1361",0
"1362",1465.30834465935
"1363",190.569145649118
"1364",505.926775794029
"1365",412.181642828456
"1366",530.117717837202
"1367",633.729687721696
"1368",1045.9754068654
"1369",1272.86567269156
"1370",1839.10723043021
"1371",84.5486480878965
"1372",112.959517006035
"1373",800.086996928658
"1374",606.348819280663
"1375",437.371807384343
"1376",197.831492469275
"1377",5.25750185510539
"1378",1.83381971838908
"1379",32.2992016981223
"1380",226.267536580134
"1381",294.023308714414
"1382",1291.30882504741
"1383",2323.01470719168
"1384",3200.20880426143
"1385",2179.361991037
"1386",5.99898874177812
"1387",23.3981560328288
"1388",207.496469218122
"1389",819.517807161076
"1390",37.1064100286199
"1391",38.9615216363361
"1392",36.1722462837819
